file_id,user_id,task_id,pair_index,prefix_len,prefix,next_action,split,source,transition_score
llm_synth_expanded_121,synthetic,41,6,7,"[""PROCESS_START"", ""MENTION_CREATED"", ""MENTION_SELECTED"", ""MENTION_DELETED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.8571428571428571
llm_synth_expanded_100,synthetic,41,9,10,"[""PROCESS_START"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.9
llm_synth_expanded_1098,synthetic,13,7,8,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_867,synthetic,43,11,12,"[""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_325,synthetic,33,15,16,"[""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_171,synthetic,24,6,7,"[""PROCESS_START"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.8571428571428571
llm_synth_expanded_1009,synthetic,23,8,9,"[""PROCESS_START"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.8888888888888888
llm_synth_expanded_198,synthetic,23,13,14,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_580,synthetic,41,1,2,"[""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_885,synthetic,23,6,7,"[""PROCESS_START"", ""STEP_RELATIONS"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.7142857142857143
llm_synth_expanded_180,synthetic,33,2,3,"[""PROCESS_START"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.6666666666666666
llm_synth_expanded_836,synthetic,23,2,3,"[""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_38,synthetic,12,4,5,"[""PROCESS_START"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.8
llm_synth_expanded_625,synthetic,41,10,11,"[""PROCESS_START"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.9090909090909091
llm_synth_expanded_225,synthetic,25,13,14,"[""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_742,synthetic,23,5,6,"[""PROCESS_START"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.8333333333333334
llm_synth_expanded_1059,synthetic,14,5,6,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_1229,synthetic,25,18,19,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_1130,synthetic,33,5,6,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.8333333333333334
llm_synth_expanded_225,synthetic,25,4,5,"[""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_325,synthetic,33,12,13,"[""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_153,synthetic,22,2,3,"[""PROCESS_START"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.6666666666666666
llm_synth_expanded_74,synthetic,43,5,6,"[""MENTION_SUGGESTION_BOUNDS_UPDATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_626,synthetic,11,8,9,"[""PROCESS_START"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_DESELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.8888888888888888
llm_synth_expanded_548,synthetic,25,11,12,"[""PROCESS_START"", ""STEP_RELATIONS"", ""RELATION_SUGGESTION_MARKED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.75
llm_synth_expanded_338,synthetic,44,2,3,"[""PROCESS_START"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.6666666666666666
llm_synth_expanded_1054,synthetic,43,2,3,"[""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_1059,synthetic,14,9,10,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_548,synthetic,25,4,5,"[""PROCESS_START"", ""STEP_RELATIONS"", ""RELATION_SUGGESTION_MARKED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.4
llm_synth_expanded_74,synthetic,43,7,8,"[""MENTION_SUGGESTION_BOUNDS_UPDATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_78,synthetic,43,10,11,"[""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_254,synthetic,23,17,18,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SUGGESTION_BOUNDS_UPDATED"", ""MENTION_SUGGESTION_BOUNDS_UPDATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_1045,synthetic,11,12,13,"[""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_741,synthetic,23,18,19,"[""PROCESS_START"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""STEP_ENTITIES"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.9473684210526315
llm_synth_expanded_91,synthetic,23,4,5,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""MENTION_CREATED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.8
llm_synth_expanded_310,synthetic,23,11,12,"[""PROCESS_START"", ""STEP_RELATIONS"", ""STEP_RELATION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.75
llm_synth_expanded_1046,synthetic,11,13,14,"[""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_742,synthetic,23,8,9,"[""PROCESS_START"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.8888888888888888
llm_synth_expanded_991,synthetic,11,15,16,"[""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_1074,synthetic,41,2,3,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION""]",MENTION_CREATED,train,llm_synthetic_expanded,0.6666666666666666
llm_synth_expanded_256,synthetic,23,17,18,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""MENTION_DELETED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SUGGESTION_BOUNDS_UPDATED"", ""MENTION_SUGGESTION_BOUNDS_UPDATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.9444444444444444
llm_synth_expanded_225,synthetic,25,15,16,"[""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_625,synthetic,41,14,15,"[""PROCESS_START"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.9333333333333333
llm_synth_expanded_225,synthetic,25,7,8,"[""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_1229,synthetic,25,13,14,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_1045,synthetic,11,2,3,"[""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_254,synthetic,23,15,16,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SUGGESTION_BOUNDS_UPDATED"", ""MENTION_SUGGESTION_BOUNDS_UPDATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_225,synthetic,25,1,2,"[""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_458,synthetic,21,8,9,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_100,synthetic,41,4,5,"[""PROCESS_START"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.8
llm_synth_expanded_254,synthetic,23,10,11,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_920,synthetic,21,9,10,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_1175,synthetic,31,16,17,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_740,synthetic,23,6,7,"[""PROCESS_START"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.8571428571428571
llm_synth_expanded_153,synthetic,22,9,10,"[""PROCESS_START"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.9
llm_synth_expanded_887,synthetic,23,18,19,"[""PROCESS_START"", ""STEP_RELATIONS"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_SUGGESTION_REJECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.8421052631578947
llm_synth_expanded_1173,synthetic,31,5,6,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""MENTION_SUGGESTION_ACCEPTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_18,synthetic,43,17,18,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_225,synthetic,25,11,12,"[""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_867,synthetic,43,15,16,"[""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_740,synthetic,23,9,10,"[""PROCESS_START"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.9
llm_synth_expanded_883,synthetic,22,8,9,"[""PROCESS_START"", ""MENTION_SELECTED"", ""MENTION_TYPE_UPDATED"", ""MENTION_SUGGESTION_ACCEPTED"", ""MENTION_SUGGESTION_REJECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.8888888888888888
llm_synth_expanded_625,synthetic,41,6,7,"[""PROCESS_START"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.8571428571428571
llm_synth_expanded_580,synthetic,41,19,20,"[""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_647,synthetic,43,10,11,"[""PROCESS_START"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.9090909090909091
llm_synth_expanded_405,synthetic,43,17,18,"[""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_SUGGESTION_BOUNDS_UPDATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_320,synthetic,33,4,5,"[""MENTION_CREATED"", ""MENTION_SELECTED"", ""MENTION_DELETED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_653,synthetic,23,13,14,"[""PROCESS_START"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.9285714285714286
llm_synth_expanded_1255,synthetic,23,9,10,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
