file_id,next_action,pair_index,prefix,prefix_len,prefix_list_temp,prefix_norm,source,split,task_id,transition_score,user_id
21_ddf323f604,RELATION_CREATED,91,RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED,20,"['RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED']","[""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",real,train,21,,13
21_ddf323f604,MENTION_SELECTED,92,MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED,20,"['MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED']","[""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED""]",real,train,21,,13
21_ddf323f604,MENTION_SELECTED,93,MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED,20,"['MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED']","[""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED""]",real,train,21,,13
21_ddf323f604,MENTION_DESELECTED,94,RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED,20,"['RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED']","[""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",real,train,21,,13
21_ddf323f604,MENTION_DESELECTED,95,MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED,20,"['MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED']","[""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED""]",real,train,21,,13
21_ddf323f604,MENTION_SELECTED,96,MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED MENTION_DESELECTED,20,"['MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_DESELECTED']","[""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_DESELECTED""]",real,train,21,,13
21_ddf323f604,MENTION_SELECTED,97,RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED MENTION_DESELECTED MENTION_SELECTED,20,"['RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED']","[""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED""]",real,train,21,,13
21_ddf323f604,RELATION_CREATED,98,MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED,20,"['MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED']","[""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",real,train,21,,13
21_ddf323f604,MENTION_SELECTED,99,MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED,20,"['MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED']","[""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED""]",real,train,21,,13
21_ddf323f604,MENTION_SELECTED,100,RELATION_CREATED MENTION_SELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED,20,"['RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED']","[""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED""]",real,train,21,,13
21_ddf323f604,MENTION_DESELECTED,101,MENTION_SELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED,20,"['MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED']","[""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",real,train,21,,13
21_ddf323f604,MENTION_SELECTED,102,MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED,20,"['MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED']","[""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED""]",real,train,21,,13
21_ddf323f604,MENTION_SELECTED,103,MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED MENTION_SELECTED,20,"['MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED']","[""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED""]",real,train,21,,13
21_ddf323f604,RELATION_CREATED,104,MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED,20,"['MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED']","[""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",real,train,21,,13
21_ddf323f604,MENTION_SELECTED,105,RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED,20,"['RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED']","[""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED""]",real,train,21,,13
21_ddf323f604,MENTION_SELECTED,106,MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED,20,"['MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED']","[""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED""]",real,train,21,,13
21_ddf323f604,MENTION_DESELECTED,107,MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED,20,"['MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED']","[""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",real,train,21,,13
21_ddf323f604,MENTION_DESELECTED,108,RELATION_CREATED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED MENTION_SELECTED MENTION_SELECTED RELATION_CREATED MENTION_SELECTED MENTION_SELECTED MENTION_DESELECTED,20,"['RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'RELATION_CREATED', 'MENTION_SELECTED', 'MENTION_SELECTED', 'MENTION_DESELECTED']","[""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED""]",real,train,21,,13
